"doi";"year";"form_version";"referenceid";"username";"is_open_data";"open_data_category";"is_reuse";"is_open_code";"das";"open_data_statements";"cas";"open_code_statements";"reference_to_data";"comment_1_reference";"comments_vladi";"data_availability_statement";"comment_2_das";"findability";"comment_4_findability";"not_a_supplement";"comment_3_repository";"data_identifier";"comment_identifier";"repository";"data_access";"comment_5_data_access";"restricted_authorship";"comment_restricted_authorship";"year_of_data_publication";"comment_year";"dataset_license";"comment_4_license";"license_name";"own_or_reuse_data";"comment_2_own_data";"machine_readable_format";"comment_6_machine_readability";"multi_select_excel";"multi_select_csv_tsv";"multi_select_txt_docs";"multi_select_other_text_formats";"multi_select_video";"multi_select_audio";"multi_select_picture";"multi_select_fasta_fastq";"multi_select_raw";"multi_select_generic_format";"multi_select_genetic_sequences";"multi_select_subject_specific_format";"multi_select_spss";"multi_select_unsure";"comment_7_format";"illustrative_files";"comment_8_illustrative_files";"analytical_replication";"comment_9_analytical_replication";"open_data_assessment";"comment_10_assessment";"other_comments";"comment_other_datasets";"open_data_manual_check";"restricted_manual_check";"form"
"10.1038/s41467-023-39869-5";2023;"Openness 2024";141;"SophieWozniak";TRUE;"field-specific repository, general-purpose repository";FALSE;TRUE;"<section> data availability the parameter log and result ?les in this study are available in https:// doi.org/10.5281/zenodo.7261712. the raw mass spectrometry data used in this study are available in the massive under accession code msv000082805 and msv000084000; in the proteomexchange under accession code pxd022992 pxd023325 and pxd027679; in the national cancer institute proteomic data commons under accession code pdc000200; and in the european genome-phenome archive under accession code egad00010002223. the proteome database ?les used in this study are available in the uniprot database under the proteome id up000005640 (h. sapiens) up000002311 (s. cerevisiae) up000000625 (e. coli) and up000006548 (a. thaliana). the contaminant protein database used in this study are available in https:// www.thegpm.org/crap/. source data are provided with this paper.";"the raw mass spectrometry data used in this study are available in the massive under accession code msv000082805 and msv000084000; in the proteomexchange under accession code pxd022992 pxd023325 and pxd027679; in the national cancer institute proteomic data commons under accession code pdc000200; and in the european genome-phenome archive under accession code egad00010002223.;     the proteome database ?les used in this study are available in the uniprot database under the proteome id up000005640 (h. <section> data availability the parameter log and result ?les in this study are available in https:// doi.org/10.5281/zenodo.7261712.";"<section> code availability msfragger-dia and msfragger can be downloaded as a single jar binary ?le at https://msfragger.nesvilab.org/. fragpipe is available on github at https://github.com/nesvilab/fragpipe. the python and r scripts for summarizing the results and generating the ?gures is available at https://github.com/nesvilab/msfragger-dia-manuscript.";"fragpipe is available on github at https://github.com/nesvilab/fragpipe.;     the python and r scripts for summarizing the results and generating the ?gures is available at https://github.com/nesvilab/msfragger-dia-manuscript.";"yes";"NULL";"NULL";"yes";"NULL";"yes";"NULL";"yes";"NULL";"https://www.ebi.ac.uk/pride/archive/projects/PXD022992";"NULL";"Pride Archive ProteomeXchange Consortium";"yes";"NULL";"NULL";"NULL";"2021";"NULL";"yes";"NULL";"CC0";"open_data_reuse";"other Author";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";NA;"NULL";NA;"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"false";"false";NA
"10.1038/s41467-023-39869-5";2023;"Openness 2024";141;"SophieWozniak";TRUE;"field-specific repository, general-purpose repository";FALSE;TRUE;"<section> data availability the parameter log and result ?les in this study are available in https:// doi.org/10.5281/zenodo.7261712. the raw mass spectrometry data used in this study are available in the massive under accession code msv000082805 and msv000084000; in the proteomexchange under accession code pxd022992 pxd023325 and pxd027679; in the national cancer institute proteomic data commons under accession code pdc000200; and in the european genome-phenome archive under accession code egad00010002223. the proteome database ?les used in this study are available in the uniprot database under the proteome id up000005640 (h. sapiens) up000002311 (s. cerevisiae) up000000625 (e. coli) and up000006548 (a. thaliana). the contaminant protein database used in this study are available in https:// www.thegpm.org/crap/. source data are provided with this paper.";"the raw mass spectrometry data used in this study are available in the massive under accession code msv000082805 and msv000084000; in the proteomexchange under accession code pxd022992 pxd023325 and pxd027679; in the national cancer institute proteomic data commons under accession code pdc000200; and in the european genome-phenome archive under accession code egad00010002223.;     the proteome database ?les used in this study are available in the uniprot database under the proteome id up000005640 (h. <section> data availability the parameter log and result ?les in this study are available in https:// doi.org/10.5281/zenodo.7261712.";"<section> code availability msfragger-dia and msfragger can be downloaded as a single jar binary ?le at https://msfragger.nesvilab.org/. fragpipe is available on github at https://github.com/nesvilab/fragpipe. the python and r scripts for summarizing the results and generating the ?gures is available at https://github.com/nesvilab/msfragger-dia-manuscript.";"fragpipe is available on github at https://github.com/nesvilab/fragpipe.;     the python and r scripts for summarizing the results and generating the ?gures is available at https://github.com/nesvilab/msfragger-dia-manuscript.";"yes";"NULL";"NULL";"yes";"NULL";"yes";"NULL";"yes";"NULL";"https://pdc.cancer.gov/pdc/study/PDC000200";"NULL";"National Cancer Institute Proteomic Data Commons";"reuse_access";"NULL";"NULL";"NULL";"NULL";"NULL";"reuse_licence";"NULL";"NULL";"open_data_reuse";"other publication as source";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";NA;"NULL";NA;"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"false";"false";NA
"10.1038/s41467-023-39869-5";2023;"Openness 2024";141;"SophieWozniak";TRUE;"field-specific repository, general-purpose repository";FALSE;TRUE;"<section> data availability the parameter log and result ?les in this study are available in https:// doi.org/10.5281/zenodo.7261712. the raw mass spectrometry data used in this study are available in the massive under accession code msv000082805 and msv000084000; in the proteomexchange under accession code pxd022992 pxd023325 and pxd027679; in the national cancer institute proteomic data commons under accession code pdc000200; and in the european genome-phenome archive under accession code egad00010002223. the proteome database ?les used in this study are available in the uniprot database under the proteome id up000005640 (h. sapiens) up000002311 (s. cerevisiae) up000000625 (e. coli) and up000006548 (a. thaliana). the contaminant protein database used in this study are available in https:// www.thegpm.org/crap/. source data are provided with this paper.";"the raw mass spectrometry data used in this study are available in the massive under accession code msv000082805 and msv000084000; in the proteomexchange under accession code pxd022992 pxd023325 and pxd027679; in the national cancer institute proteomic data commons under accession code pdc000200; and in the european genome-phenome archive under accession code egad00010002223.;     the proteome database ?les used in this study are available in the uniprot database under the proteome id up000005640 (h. <section> data availability the parameter log and result ?les in this study are available in https:// doi.org/10.5281/zenodo.7261712.";"<section> code availability msfragger-dia and msfragger can be downloaded as a single jar binary ?le at https://msfragger.nesvilab.org/. fragpipe is available on github at https://github.com/nesvilab/fragpipe. the python and r scripts for summarizing the results and generating the ?gures is available at https://github.com/nesvilab/msfragger-dia-manuscript.";"fragpipe is available on github at https://github.com/nesvilab/fragpipe.;     the python and r scripts for summarizing the results and generating the ?gures is available at https://github.com/nesvilab/msfragger-dia-manuscript.";"yes";"NULL";"NULL";"yes";" and in the European Genome-phenome Archive under accession code EGAD00010002223";"yes";"NULL";"yes";"NULL";"https://ega-archive.org/datasets/EGAD00010002223";"NULL";"The European Genome-phenome Archive";"restricted";"NULL";"own_restricted";"unsure";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";NA;"NULL";NA;"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"false";"true";NA
"10.1038/s41467-023-39869-5";2023;"Openness 2024";141;"SophieWozniak";TRUE;"field-specific repository, general-purpose repository";FALSE;TRUE;"<section> data availability the parameter log and result ?les in this study are available in https:// doi.org/10.5281/zenodo.7261712. the raw mass spectrometry data used in this study are available in the massive under accession code msv000082805 and msv000084000; in the proteomexchange under accession code pxd022992 pxd023325 and pxd027679; in the national cancer institute proteomic data commons under accession code pdc000200; and in the european genome-phenome archive under accession code egad00010002223. the proteome database ?les used in this study are available in the uniprot database under the proteome id up000005640 (h. sapiens) up000002311 (s. cerevisiae) up000000625 (e. coli) and up000006548 (a. thaliana). the contaminant protein database used in this study are available in https:// www.thegpm.org/crap/. source data are provided with this paper.";"the raw mass spectrometry data used in this study are available in the massive under accession code msv000082805 and msv000084000; in the proteomexchange under accession code pxd022992 pxd023325 and pxd027679; in the national cancer institute proteomic data commons under accession code pdc000200; and in the european genome-phenome archive under accession code egad00010002223.;     the proteome database ?les used in this study are available in the uniprot database under the proteome id up000005640 (h. <section> data availability the parameter log and result ?les in this study are available in https:// doi.org/10.5281/zenodo.7261712.";"<section> code availability msfragger-dia and msfragger can be downloaded as a single jar binary ?le at https://msfragger.nesvilab.org/. fragpipe is available on github at https://github.com/nesvilab/fragpipe. the python and r scripts for summarizing the results and generating the ?gures is available at https://github.com/nesvilab/msfragger-dia-manuscript.";"fragpipe is available on github at https://github.com/nesvilab/fragpipe.;     the python and r scripts for summarizing the results and generating the ?gures is available at https://github.com/nesvilab/msfragger-dia-manuscript.";"yes";"NULL";"NULL";"yes";"NULL";"yes";"NULL";"yes";"NULL";"https://www.uniprot.org/proteomes/UP000002311";"NULL";"uniprot";"yes";"NULL";"NULL";"NULL";"NULL";"NULL";"reuse_licence";"NULL";"NULL";"open_data_reuse";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";NA;"NULL";NA;"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"false";"false";NA
"10.1038/s41467-023-40129-9";2023;"Openness 2024";143;"SophieWozniak";TRUE;"field-specific repository, general-purpose repository";FALSE;TRUE;"<section> data availability ms/ms datasets used in this study can be found at the proteomexchange consortium and the pride partner repository 89 or at the massive repository with the following accession codes: hela timstof dda pxd010012  hla peptidome msv000087743 [https://massive.ucsd.edu/proteosafe/dataset.jsp? task=a1638beae5d 04267a99f92c550c60b34] melanoma neoantigen pxd004894  melanoma dia pxd022992  single cell nanopots msv000085230 [https://massive.ucsd.edu/proteosafe/dataset. jsp? task=3013fc11dc4e4b6dae49a244d92854a7] single cell disco pxd019958 45 and secretome pxd026436 all msfraggerproduced pepxml msbooster-annotated pin and fasta ?les are available at https://doi.org/10.5281/zenodo.8034585 and https:// doi.org/10.5281/zenodo.7843558. data used to generate the main and supplementary ?gures are provided in the source data ?le.";"<section> data availability ms/ms datasets used in this study can be found at the proteomexchange consortium and the pride partner repository 89 or at the massive repository with the following accession codes: hela timstof dda pxd010012  hla peptidome msv000087743 [https://massive.ucsd.edu/proteosafe/dataset.jsp? task=a1638beae5d 04267a99f92c550c60b34] melanoma neoantigen pxd004894  melanoma dia pxd022992  single cell nanopots msv000085230 [https://massive.ucsd.edu/proteosafe/dataset. jsp? task=3013fc11dc4e4b6dae49a244d92854a7] single cell disco pxd019958 45 and secretome pxd026436 all msfraggerproduced pepxml msbooster-annotated pin and fasta ?les are available at https://doi.org/10.5281/zenodo.8034585 and https:// doi.org/10.5281/zenodo.7843558.";"<section> code availability msbooster code is available freely and as open source at https:// github.com/nesvilab/msbooster.";"<section> code availability msbooster code is available freely and as open source at https:// github.com/nesvilab/msbooster.";"yes";"NULL";"NULL";"yes";"NULL";"yes";"NULL";"yes";"NULL";"https://proteomecentral.proteomexchange.org/cgi/GetDataset?ID=PXD010012";"NULL";"Pride Archive ProteomeXchange Consortium";"reuse_access";"NULL";"NULL";"NULL";"2018";"NULL";"reuse_licence";"NULL";"NULL";"open_data_reuse";"other author ";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";NA;"NULL";NA;"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"false";"false";NA
"10.1038/s41467-023-40129-9";2023;"Openness 2024";143;"SophieWozniak";TRUE;"field-specific repository, general-purpose repository";FALSE;TRUE;"<section> data availability ms/ms datasets used in this study can be found at the proteomexchange consortium and the pride partner repository 89 or at the massive repository with the following accession codes: hela timstof dda pxd010012  hla peptidome msv000087743 [https://massive.ucsd.edu/proteosafe/dataset.jsp? task=a1638beae5d 04267a99f92c550c60b34] melanoma neoantigen pxd004894  melanoma dia pxd022992  single cell nanopots msv000085230 [https://massive.ucsd.edu/proteosafe/dataset. jsp? task=3013fc11dc4e4b6dae49a244d92854a7] single cell disco pxd019958 45 and secretome pxd026436 all msfraggerproduced pepxml msbooster-annotated pin and fasta ?les are available at https://doi.org/10.5281/zenodo.8034585 and https:// doi.org/10.5281/zenodo.7843558. data used to generate the main and supplementary ?gures are provided in the source data ?le.";"<section> data availability ms/ms datasets used in this study can be found at the proteomexchange consortium and the pride partner repository 89 or at the massive repository with the following accession codes: hela timstof dda pxd010012  hla peptidome msv000087743 [https://massive.ucsd.edu/proteosafe/dataset.jsp? task=a1638beae5d 04267a99f92c550c60b34] melanoma neoantigen pxd004894  melanoma dia pxd022992  single cell nanopots msv000085230 [https://massive.ucsd.edu/proteosafe/dataset. jsp? task=3013fc11dc4e4b6dae49a244d92854a7] single cell disco pxd019958 45 and secretome pxd026436 all msfraggerproduced pepxml msbooster-annotated pin and fasta ?les are available at https://doi.org/10.5281/zenodo.8034585 and https:// doi.org/10.5281/zenodo.7843558.";"<section> code availability msbooster code is available freely and as open source at https:// github.com/nesvilab/msbooster.";"<section> code availability msbooster code is available freely and as open source at https:// github.com/nesvilab/msbooster.";"yes";"NULL";"NULL";"yes";"NULL";"yes";"NULL";"yes";"NULL";"https://massive.ucsd.edu/ProteoSAFe/dataset.jsp?task=a1638beae5d04267a99f92c550c60b34";"NULL";"Mass Spectrometry Interactive Virtual Environment";"reuse_access";"NULL";"NULL";"NULL";"NULL";"NULL";"yes";"NULL";"CC0";"open_data_reuse";"other author ";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";NA;"NULL";NA;"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"false";"false";NA
"10.1038/s41467-023-40129-9";2023;"Openness 2024";143;"SophieWozniak";TRUE;"field-specific repository, general-purpose repository";FALSE;TRUE;"<section> data availability ms/ms datasets used in this study can be found at the proteomexchange consortium and the pride partner repository 89 or at the massive repository with the following accession codes: hela timstof dda pxd010012  hla peptidome msv000087743 [https://massive.ucsd.edu/proteosafe/dataset.jsp? task=a1638beae5d 04267a99f92c550c60b34] melanoma neoantigen pxd004894  melanoma dia pxd022992  single cell nanopots msv000085230 [https://massive.ucsd.edu/proteosafe/dataset. jsp? task=3013fc11dc4e4b6dae49a244d92854a7] single cell disco pxd019958 45 and secretome pxd026436 all msfraggerproduced pepxml msbooster-annotated pin and fasta ?les are available at https://doi.org/10.5281/zenodo.8034585 and https:// doi.org/10.5281/zenodo.7843558. data used to generate the main and supplementary ?gures are provided in the source data ?le.";"<section> data availability ms/ms datasets used in this study can be found at the proteomexchange consortium and the pride partner repository 89 or at the massive repository with the following accession codes: hela timstof dda pxd010012  hla peptidome msv000087743 [https://massive.ucsd.edu/proteosafe/dataset.jsp? task=a1638beae5d 04267a99f92c550c60b34] melanoma neoantigen pxd004894  melanoma dia pxd022992  single cell nanopots msv000085230 [https://massive.ucsd.edu/proteosafe/dataset. jsp? task=3013fc11dc4e4b6dae49a244d92854a7] single cell disco pxd019958 45 and secretome pxd026436 all msfraggerproduced pepxml msbooster-annotated pin and fasta ?les are available at https://doi.org/10.5281/zenodo.8034585 and https:// doi.org/10.5281/zenodo.7843558.";"<section> code availability msbooster code is available freely and as open source at https:// github.com/nesvilab/msbooster.";"<section> code availability msbooster code is available freely and as open source at https:// github.com/nesvilab/msbooster.";"yes";"NULL";"NULL";"yes";"NULL";"yes";"NULL";"yes";"NULL";"https://doi.org/10.5281/zenodo.8034585";"NULL";"Zenodo";"yes";"NULL";"NULL";"NULL";"2022";"NULL";"yes";"NULL";"CC BY";"own_open_data";"NULL";"yes";"NULL";"NULL";"1";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";NA;"NULL";NA;"NULL";"tsv; also stated in description: fast; pepxml; pin (but do not see them)";"NULL";"NULL";"yes";"NULL";"open_data";"NULL";"NULL";"NULL";"true";"false";NA
"10.1038/s41467-023-42085-w";2023;"Openness 2024";153;"SophieWozniak";TRUE;"field-specific repository, re-use, github";TRUE;TRUE;"<section> data availability for the apoferritin data set the raw microscope data was deposited in the electron microscopy public image archive (empiar) with the accession code empiar-11543. the corresponding ?nal subtomogram averages are available in the electron microscopy data bank (emdb) under the deposition codes emd-17232 [https://www.ebi.ac.uk/pdbe/ entry/emdb/emd-17232] (apoferritin) emd-17272 [https://www.ebi.ac. uk/pdbe/entry/emdb/emd-17272] (ryr1) emd-18505 [https://www. ebi.ac.uk/pdbe/entry/emdb/emd-18505] (80 s ribosome from the plasmafib dataset).";"the corresponding ?nal subtomogram averages are available in the electron microscopy data bank (emdb) under the deposition codes emd-17232 [https://www.ebi.ac.uk/pdbe/ entry/emdb/emd-17232] (apoferritin) emd-17272 [https://www.ebi.ac.  <section> code availability tomobear is open-source available on github [https://github.com/ kudryashevlab/tomobear]; the 80 s ribosome data set and corresponding input preset ?les are available as a tutorial.    <section> data availability for the apoferritin data set the raw microscope data was deposited in the electron microscopy public image archive (empiar) with the accession code empiar-11543.";"<section> code availability tomobear is open-source available on github [https://github.com/ kudryashevlab/tomobear]; the 80 s ribosome data set and corresponding input preset ?les are available as a tutorial.";"<section> code availability tomobear is open-source available on github [https://github.com/ kudryashevlab/tomobear]; the 80 s ribosome data set and corresponding input preset ?les are available as a tutorial.";"yes";"NULL";"NULL";"yes";"NULL";"yes";"NULL";"yes";"NULL";"https://www.ebi.ac.uk/emdb/EMD-17232";"NULL";"EBI The Electron Microscopy Data Bank";"yes";"NULL";"NULL";"NULL";"2023";"NULL";"no";"NULL";"NULL";"own_open_data";"NULL";"yes";"NULL";"NULL";"NULL";"NULL";"1";"NULL";"NULL";"1";"NULL";"NULL";"NULL";NA;"NULL";NA;"NULL";"xml, map, cif";"yes";"NULL";"yes";"NULL";"open_data";"NULL";"NULL";"NULL";"true";"false";NA
"10.1038/s41467-023-42085-w";2023;"Openness 2024";153;"SophieWozniak";TRUE;"field-specific repository, re-use, github";TRUE;TRUE;"<section> data availability for the apoferritin data set the raw microscope data was deposited in the electron microscopy public image archive (empiar) with the accession code empiar-11543. the corresponding ?nal subtomogram averages are available in the electron microscopy data bank (emdb) under the deposition codes emd-17232 [https://www.ebi.ac.uk/pdbe/ entry/emdb/emd-17232] (apoferritin) emd-17272 [https://www.ebi.ac. uk/pdbe/entry/emdb/emd-17272] (ryr1) emd-18505 [https://www. ebi.ac.uk/pdbe/entry/emdb/emd-18505] (80 s ribosome from the plasmafib dataset).";"the corresponding ?nal subtomogram averages are available in the electron microscopy data bank (emdb) under the deposition codes emd-17232 [https://www.ebi.ac.uk/pdbe/ entry/emdb/emd-17232] (apoferritin) emd-17272 [https://www.ebi.ac.  <section> code availability tomobear is open-source available on github [https://github.com/ kudryashevlab/tomobear]; the 80 s ribosome data set and corresponding input preset ?les are available as a tutorial.    <section> data availability for the apoferritin data set the raw microscope data was deposited in the electron microscopy public image archive (empiar) with the accession code empiar-11543.";"<section> code availability tomobear is open-source available on github [https://github.com/ kudryashevlab/tomobear]; the 80 s ribosome data set and corresponding input preset ?les are available as a tutorial.";"<section> code availability tomobear is open-source available on github [https://github.com/ kudryashevlab/tomobear]; the 80 s ribosome data set and corresponding input preset ?les are available as a tutorial.";"yes";"NULL";"NULL";"yes";"NULL";"yes";"NULL";"yes";"NULL";"https://doi.org/10.6019/EMPIAR-11543";"NULL";"EMPIAR - ebi";"yes";"NULL";"NULL";"NULL";"2023";"NULL";"yes";"NULL";"CC0";"own_open_data";"NULL";"yes";"NULL";"NULL";"NULL";"NULL";"1";"NULL";"NULL";"1";"NULL";"NULL";"NULL";NA;"NULL";NA;"NULL";".xml; .tiff";"yes";"NULL";"yes";"NULL";"open_data";"NULL";"NULL";"NULL";"true";"false";NA
"10.1038/s41564-023-01405-y";2023;"Openness 2024";172;"SophieWozniak";TRUE;"field-specific repository, github";FALSE;TRUE;"<section> data availability single-cell and bulk rna-seq data from human brain organoids infected with hsv-1 at different timepoints post infection are available at the national center for biotechnology information under gene expression omnibus identifier gse163952. source data are provided with this paper.";"<section> data availability single-cell and bulk rna-seq data from human brain organoids infected with hsv-1 at different timepoints post infection are available at the national center for biotechnology information under gene expression omnibus identifier gse163952.  <section> code availability scripts for the analysis of single-cell and bulk rna-seq data and the generation of the related figure plots are publicly available on github (https://github.com/rajewsky-lab/hsv1_cerebral_organoids).";"<section> code availability scripts for the analysis of single-cell and bulk rna-seq data and the generation of the related figure plots are publicly available on github (https://github.com/rajewsky-lab/hsv1_cerebral_organoids).";"<section> code availability scripts for the analysis of single-cell and bulk rna-seq data and the generation of the related figure plots are publicly available on github (https://github.com/rajewsky-lab/hsv1_cerebral_organoids).";"yes";"NULL";"NULL";"yes";"NULL";"yes";"NULL";"yes";"NULL";"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE163952";"NULL";"NCBI Gene Expression Omnibus (GEO)";"yes";"NULL";"NULL";"NULL";"2021";"NULL";"no";"NULL";"NULL";"own_open_data";"NULL";"yes";"NULL";"NULL";"1";"1";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"1";NA;"1";NA;"NULL";"csv, res, gtf, txt";"NULL";"NULL";"yes";"NULL";"open_data";"NULL";"NULL";"NULL";"true";"false";NA
"10.1038/s41588-023-01386-y";2023;"Openness 2024";177;"SophieWozniak";TRUE;"field-specific repository, re-use, upon request, github";TRUE;TRUE;"<section> data availability the sequencing data generated in this study are available at the european genome-phenome archive under accession no. egas00001007026. the chip;"<section> data availability the sequencing data generated in this study are available at the european genome-phenome archive under accession no. egas00001007026.  <section> code availability the data analysis code associated with this publication can be found at https://github.com/henssen-lab/scec-t-seq.    the chip;"<section> code availability the data analysis code associated with this publication can be found at https://github.com/henssen-lab/scec-t-seq.";"<section> code availability the data analysis code associated with this publication can be found at https://github.com/henssen-lab/scec-t-seq.";"yes";"NULL";"NULL";"yes";"NULL";"yes";"NULL";"yes";"NULL";"https://ega-archive.org/datasets/EGAD00001010071";"NULL";"The European Genome-phenome Archive";"restricted";"NULL";"own_restricted";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";NA;"NULL";NA;"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"false";"true";NA
"10.1038/s41467-023-39934-z";2023;"Openness 2024";142;"Evgeny";TRUE;"field-specific repository, unknown url";FALSE;FALSE;"<section> data availability publicly available data of the human genome hg38 version 96 (https:// www.ensembl.org/homo_sapiens/info/index) and of the human matrisome (http://matrisomeproject.mit.edu/) were used. rna-seq data of the human pa transcriptome generated in this study are deposited in gene expression omnibus (geo) data repository under gse236251 number. all other data underlying or supporting the ?ndings in this study are given in the main article and associated ?les. source data are provided with this paper.";"rna-seq data of the human pa transcriptome generated in this study are deposited in gene expression omnibus (geo) data repository under gse236251 number.       <section> data availability publicly available data of the human genome hg38 version 96 (https:// www.ensembl.org/homo_sapiens/info/index) and of the human matrisome (http://matrisomeproject.mit.edu/) were used.";"<section> code availability no original code was generated in this study.";"NULL";"yes";"NULL";"NULL";"yes";"NULL";"yes";"NULL";"yes";"NULL";"https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE236251";"NULL";"NCBI Gene Expression Omnibus (GEO)";"yes";"NULL";"NULL";"NULL";"2023";"NULL";"no";"NULL";"NULL";"own_open_data";"NULL";"yes";"NULL";"NULL";"NULL";"1";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";NA;"NULL";NA;"NULL";"NULL";"NULL";"NULL";"yes";"NULL";"open_data";"NULL";"NULL";"NULL";"true";"false";NA
"10.1038/s41467-023-39934-z";2023;"Openness 2024";142;"Evgeny";TRUE;"field-specific repository, unknown url";FALSE;FALSE;"<section> data availability publicly available data of the human genome hg38 version 96 (https:// www.ensembl.org/homo_sapiens/info/index) and of the human matrisome (http://matrisomeproject.mit.edu/) were used. rna-seq data of the human pa transcriptome generated in this study are deposited in gene expression omnibus (geo) data repository under gse236251 number. all other data underlying or supporting the ?ndings in this study are given in the main article and associated ?les. source data are provided with this paper.";"rna-seq data of the human pa transcriptome generated in this study are deposited in gene expression omnibus (geo) data repository under gse236251 number.       <section> data availability publicly available data of the human genome hg38 version 96 (https:// www.ensembl.org/homo_sapiens/info/index) and of the human matrisome (http://matrisomeproject.mit.edu/) were used.";"<section> code availability no original code was generated in this study.";"NULL";"yes";"NULL";"NULL";"yes";"NULL";"yes";"NULL";"no";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";NA;"NULL";NA;"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"no_open_data";"source data";"NULL";"NULL";"false";"false";NA
"10.1038/s41467-023-39934-z";2023;"Openness 2024";142;"Evgeny";TRUE;"field-specific repository, unknown url";FALSE;FALSE;"<section> data availability publicly available data of the human genome hg38 version 96 (https:// www.ensembl.org/homo_sapiens/info/index) and of the human matrisome (http://matrisomeproject.mit.edu/) were used. rna-seq data of the human pa transcriptome generated in this study are deposited in gene expression omnibus (geo) data repository under gse236251 number. all other data underlying or supporting the ?ndings in this study are given in the main article and associated ?les. source data are provided with this paper.";"rna-seq data of the human pa transcriptome generated in this study are deposited in gene expression omnibus (geo) data repository under gse236251 number.       <section> data availability publicly available data of the human genome hg38 version 96 (https:// www.ensembl.org/homo_sapiens/info/index) and of the human matrisome (http://matrisomeproject.mit.edu/) were used.";"<section> code availability no original code was generated in this study.";"NULL";"yes";"NULL";"NULL";"yes";"NULL";"reuse_findability";"NULL";"reuse_repo";"NULL";"https://www.ensembl.org/Homo_sapiens/Info/Index";"NULL";"Ensembl";"reuse_access";"NULL";"NULL";"NULL";"NULL";"NULL";"reuse_licence";"NULL";"NULL";"open_data_reuse";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";NA;"NULL";NA;"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"NULL";"false";"false";NA
